FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64
"Hawaii",2003,226.835,0.000,0.00012,9.27405,1.14e-09,-.259865,.5043144,.0511372,.0987657,9.683519,.1634025,.0252028,.0255448,.6676393,.0056399,.1125707,.355376,.1306007,0,.3712404,.6231841,.0055755,226.8346,217.9769,227.3221,225.8662,226.5432,224.3703,227.879,219.2291,215.8614,218.2681,216.6717,217.1992,226.6793,227.0417,225.6708,227.6134,225.6373,223.3427,226.3774,224.829,227.6511,225.4029,217.374,219.4117,218.1727,218.669,216.3698,214.6095,215.4175,217.3822,217.5181,215.9068,226.4402,224.9021,226.6011,226.057,227.4185,225.9765,223.8286,226.2658,223.9184,225.8877,217.751,216.3271,217.0747,218.7639,218.8631,217.6104,215.4961,215.9202,214.1749,216.6371,225.3238,226.4896,224.9089,226.406,224.4786,217.0884,217.4378,216.0284,218.2117,215.0518,225.4087,216.7752
"Hawaii",2005,230.097,0.000,0.00015,9.85066,-5.79e-09,-.2561057,.4922062,.0720377,.0997106,9.705421,.1679994,.0280369,.0284648,.6626595,.0054751,.1073643,.3352223,.1291085,.0025732,.372061,.6246738,.0032653,230.0969,221.1435,229.5936,229.5812,229.7355,227.7197,230.9133,221.8011,219.4795,221.3533,219.899,220.3059,229.3219,229.2863,228.0262,229.8251,229.2623,227.1497,229.9196,228.0868,230.6126,228.5197,220.3664,221.9506,220.8194,221.2125,219.8609,218.2816,218.9785,220.512,220.5461,219.0729,229.0362,227.6436,229.2139,228.3532,229.5979,228.2694,227.5262,229.7021,227.5413,228.9132,220.666,219.3928,220.0402,221.3494,221.3735,220.2266,219.0304,219.3557,217.7884,219.709,227.9846,229.0398,227.61,228.6373,227.9812,220.0518,220.3249,219.0647,220.7676,218.5294,228.0183,219.7092
"Hawaii",2007,234.286,0.000,0.00012,10.24622,3.70e-09,-.1728549,.4861934,.0929547,.0972354,9.711448,.1665286,.0297655,.0377499,.6311955,.0074684,.1272921,.2881892,.1281327,.0016662,.3655149,.6281817,.0063034,234.2861,225.7482,232.6045,234.0523,233.9449,232.0421,235.0559,225.5956,224.4381,225.9478,224.5788,224.9771,232.6127,232.358,231.1564,232.8778,233.7382,231.7588,234.3479,232.3885,234.7704,232.7964,224.5124,225.7941,224.7092,225.0739,224.7714,223.3095,223.9751,225.1571,225.2035,223.8186,232.3711,231.0687,232.5305,231.4946,232.708,231.4456,232.1015,234.1246,232.1021,233.1663,224.8214,223.6329,224.2276,225.2489,225.28,224.1834,223.9903,224.303,222.8538,224.4168,231.4027,232.3919,231.0566,231.8221,232.5007,224.2651,224.52,223.3458,224.7304,223.526,231.4522,223.9621
"Hawaii",2009,235.680,0.000,0.00014,9.93090,-1.71e-09,-.1232213,.4778752,.101075,.0951102,9.71785,.1402951,.0238237,.0324744,.6528019,.0044816,.1461233,.3177942,.1327273,.0010098,.3747088,.6210752,.004216,235.6798,226.7173,234.2063,235.69,235.2206,233.4838,236.327,226.7892,225.6277,226.8221,225.6205,225.9115,234.3511,233.8464,232.7859,234.4329,235.2506,233.4472,235.9054,233.7053,235.9186,234.1095,225.8798,226.8831,225.9496,226.2514,225.8462,224.5676,225.1458,226.0847,226.0416,224.8205,233.9911,232.8402,234.2671,233.0039,234.141,233.021,233.6592,235.544,233.7008,234.3527,226.0688,225.0464,225.5944,226.3701,226.3501,225.4029,225.1175,225.3552,224.0877,225.3051,233.0488,233.9956,232.8163,233.2727,233.9597,225.5456,225.7621,224.7537,225.83,224.6272,233.0766,225.2345
"Hawaii",2011,238.822,0.000,0.00012,9.93393,-4.06e-09,-.0463423,.4960533,.1102875,.0819587,9.740587,.1478087,.031752,.0514719,.6929497,.0039734,.0720443,.3582641,.1239773,.0053986,.3974071,.5994061,.0031868,238.8219,229.5938,237.1075,238.7809,238.0653,236.855,239.5933,229.5076,228.3537,229.4088,228.7116,228.7944,237.2414,236.4896,235.8478,237.3996,238.06,236.7717,239.0778,236.7294,238.8859,237.6125,228.4827,229.3424,228.8421,228.9722,228.3104,227.5052,227.8779,228.8295,228.6375,227.9137,236.6296,235.9016,237.1883,235.7536,236.851,236.1562,236.6566,238.4365,237.1088,237.5094,228.4337,227.8228,228.1977,228.9446,228.814,228.295,227.7387,227.828,227.0274,228.0563,235.8068,236.6701,235.9098,236.0979,237.0434,228.0271,228.1297,227.5276,228.4077,227.2543,235.8723,227.7168
"Hawaii",2013,243.309,0.000,0.00014,23.05667,-3.29e-10,.0755253,.478858,.0758678,.0926398,9.775108,.1554599,.0244417,.0601342,.6881073,.0032417,.0686153,.3955809,.1235408,.0081735,.3948463,.5949968,.010157,243.3086,233.8146,242.1118,242.5995,242.5656,241.6954,243.7365,234.1853,232.1212,233.6342,233.2341,232.8849,241.7811,241.4872,241.0761,242.2454,241.9258,240.947,242.7892,241.4774,243.0395,242.1166,232.7507,233.9915,233.7329,233.5636,232.1315,231.5733,231.575,233.256,232.7361,232.3049,241.1881,240.6682,241.6955,240.8864,241.6776,241.2221,240.777,242.1887,241.1804,241.9215,232.7183,232.3038,232.4265,233.724,233.3772,233.0969,231.7603,231.5763,231.0236,232.3557,240.5084,241.1848,240.6387,241.0624,241.0557,232.4429,232.3711,231.9666,233.1,231.2026,240.529,232.088
"Hawaii",2015,,,,,,,,.07,.09,,.14,.02,.08,.68,0,.07,.45,.1,0,,,,237.8958,228.4017,236.699,237.1867,237.1528,236.2826,238.3236,228.7725,226.7084,228.2213,227.8213,227.4721,236.3683,236.0744,235.6633,236.8326,236.513,235.5342,237.3764,236.0646,237.6267,236.7038,227.3379,228.5787,228.3201,228.1508,226.7186,226.1605,226.1622,227.8432,227.3233,226.8921,235.7753,235.2554,236.2827,235.4736,236.2648,235.8093,235.3642,236.7759,235.7675,236.5087,227.3055,226.891,227.0137,228.3112,227.9644,227.6841,226.3475,226.1635,225.6108,226.9429,235.0956,235.772,235.2259,235.6496,235.6429,227.0301,226.9583,226.5538,227.6872,225.7898,235.1162,226.6752
"Idaho",1992,221.563,0.000,0.00000,379.97067,-.3733559,.1399146,.5081521,.0086333,.0517614,10.00802,.8386703,.0058782,.1145904,.0113854,.0267501,.0027255,,,,.0275218,.9201124,.0523659,221.5625,216.9992,,221.0717,221.5651,221.3976,221.1185,,216.9558,216.9982,216.8754,216.9906,,,,,221.0993,220.8999,220.8835,221.449,221.1194,220.9323,,,,,216.9595,216.8352,216.9395,216.9156,216.994,216.8701,,,,,,,220.9732,220.9011,220.6989,220.9856,,,,,,,216.8778,216.9484,216.8222,216.9132,,,,,220.7651,,,,,216.8684,,
"Idaho",2000,226.894,0.000,0.00045,9.94424,2.70e-10,.0822343,.5004448,.0384909,.0686818,9.982711,.7952309,.0123354,.1470746,.0161849,.0280068,.0011675,.2876701,.122433,.0498857,.039839,.8862992,.0738617,226.8938,221.865,226.5833,226.4766,227.3258,227.2009,226.4511,223.2645,221.9632,222.2855,222.1547,221.8706,226.3565,226.9811,226.8039,226.3844,226.9108,226.7875,226.2717,227.5151,226.8816,226.7558,223.2784,223.5562,223.4355,223.2275,222.3561,222.2455,221.9423,222.4573,222.2921,222.1606,226.7581,226.5859,226.2759,227.0991,226.7723,226.5975,227.1059,226.6969,226.5752,227.0724,223.5591,223.4486,223.2294,223.6493,223.5245,223.4002,222.5262,222.3396,222.2252,222.4646,226.8861,226.6623,226.4932,226.8897,226.8892,223.6537,223.5167,223.4009,223.6187,222.5103,226.7849,223.612
"Idaho",2003,234.944,0.000,0.00016,8.98445,-1.71e-10,.0361772,.4868227,.0646403,.1088967,10.00969,.8308574,.007323,.1325972,.014372,.0132097,.0016406,.3072646,.1253205,.0297066,.261104,.7323009,.006595,234.9438,229.411,234.3871,234.2786,234.8781,235.0539,234.453,230.8002,229.3617,229.3385,229.5282,229.5352,234.0237,234.3475,234.4817,234.292,234.2499,234.3866,234.1954,234.9595,234.3555,234.5418,230.6886,230.6329,230.8383,230.9081,229.2974,229.4769,229.5029,229.4204,229.4428,229.6516,234.0049,234.1154,234.134,234.406,234.2095,234.3637,234.3299,234.1203,234.2844,234.4256,230.5388,230.7268,230.8188,230.6621,230.7238,230.9456,229.3788,229.4176,229.6171,229.5254,234.0639,234.0659,234.2056,234.2575,234.1904,230.5682,230.6503,230.8564,230.7534,229.4995,234.1148,230.68
"Idaho",2005,241.650,0.000,0.00019,8.97419,5.75e-09,.1662874,.4848282,.0782771,.1033244,10.00701,.8248672,.0105641,.1261997,.0187079,.0174241,.0022371,.3185283,.1084326,.0112613,.2533219,.7394602,.0072179,241.6501,235.9257,240.5107,241.2746,241.3692,241.6533,240.6756,236.9997,236.2124,235.6313,235.9417,235.7816,240.3775,240.2994,240.5437,240.124,241.0254,241.2753,240.8024,241.3888,240.3889,240.6469,237.187,236.6485,236.9695,236.8733,235.8988,236.2247,236.0989,235.657,235.5004,235.7988,240.1781,240.4093,240.2511,240.3272,239.8879,240.1248,241.0429,240.5186,240.7735,240.3869,236.827,237.1565,237.0938,236.6429,236.5333,236.8426,235.9237,235.7937,236.1118,235.5263,240.2069,240.0112,240.2535,239.8978,240.517,236.8219,236.7405,237.0627,236.5271,235.8185,240.0231,236.7347
"Idaho",2007,240.903,0.000,0.00018,9.50171,-7.22e-09,.0665115,.4887349,.0794114,.0924306,9.995827,.8106967,.0094483,.1337783,.0150654,.0258365,.0051748,.3112876,.1247407,.0103879,.2633018,.7283393,.008359,240.9028,235.3852,239.797,240.3649,240.4545,240.9034,240.0833,236.4584,235.5795,234.9076,235.3824,235.33,239.5637,239.4337,239.8317,239.498,239.964,240.3617,240.0097,240.4825,239.6266,240.0561,236.5755,235.9367,236.4185,236.4014,235.1002,235.5745,235.5366,234.9302,234.8627,235.3308,239.2211,239.5949,239.4948,239.4683,239.1098,239.5051,239.9891,239.5774,239.9829,239.6368,236.0583,236.5356,236.5363,235.9316,235.8893,236.3637,235.1221,235.0646,235.5348,234.8871,239.2558,239.1168,239.5021,239.1297,239.5875,236.0534,236.0257,236.4984,235.885,235.0882,239.1379,236.0218
"Idaho",2009,241.043,0.000,0.00020,9.27418,-3.74e-09,.0703724,.4960348,.0489722,.0946435,9.993499,.8147957,.0103606,.1362562,.0187584,.0151754,.0046537,.3362562,.0898379,.0049116,.2761658,.7176153,.0062189,241.0428,235.2287,239.4484,239.8828,240.5732,241.0225,240.1326,236.0564,235.0128,234.7378,235.2099,235.1822,238.857,239.0846,239.4756,239.1539,239.4934,239.8541,239.5719,240.5879,239.6469,240.0781,235.8306,235.5394,236.0088,236.0235,234.5652,234.997,235,234.7504,234.6969,235.1663,238.5335,238.8709,238.8297,239.1147,238.7566,239.149,239.4992,239.1464,239.5192,239.6394,235.355,235.7838,235.8281,235.5294,235.5105,235.9771,234.578,234.5535,234.9867,234.711,238.5564,238.4677,238.8207,238.7694,239.1372,235.3443,235.353,235.7826,235.501,234.568,238.4777,235.343
"Idaho",2011,240.329,0.000,0.00018,9.73506,4.05e-10,.007794,.4919088,.0444422,.0961128,9.990631,.7798869,.0135388,.1566766,.0200626,.0172644,.0125707,.4181629,.0796711,.0089708,.2696075,.7196421,.0107504,240.3288,234.9185,239.4823,238.8089,239.8875,240.3355,239.4754,236.1251,234.3813,234.4524,234.9193,234.8741,238.6009,239.1167,239.5113,239.1908,238.465,238.8053,238.5744,239.9194,239.0154,239.4531,235.6061,235.6038,236.0778,236.0922,233.9923,234.3884,234.3863,234.4768,234.4098,234.8793,238.2915,238.6094,238.5919,239.1479,238.7883,239.1886,238.4858,238.1978,238.5546,239.0293,235.158,235.5603,235.6165,235.5941,235.5716,236.0471,234.0176,233.9938,234.3974,234.437,238.3103,238.2461,238.5823,238.803,238.2092,235.1468,235.1649,235.5733,235.5632,234.0219,238.255,235.1553
"Idaho",2013,240.722,0.000,0.00020,22.63002,5.08e-09,-.0162578,.4941663,.0418342,.1018319,9.994108,.7813355,.0123144,.1610331,.0157301,.008458,.0211289,.4432786,.060698,.0003344,.27856,.7159851,.0054549,240.722,235.0522,239.759,239.2485,240.1837,240.8374,239.6353,236.2837,234.6606,234.4912,235.1444,234.8834,238.9136,239.3109,239.8593,239.3124,238.8096,239.3563,238.8264,240.2979,239.0943,239.724,235.8809,235.6721,236.3016,236.1334,234.1648,234.7554,234.5372,234.5815,234.3423,234.9809,238.5215,238.999,238.7751,239.3882,238.8393,239.3813,238.9173,238.3655,238.9168,239.1932,235.3329,235.8997,235.7714,235.7054,235.5389,236.1541,234.2551,234.0552,234.6368,234.4352,238.5927,238.3557,238.8392,238.901,238.4632,235.3656,235.2357,235.793,235.5732,234.148,238.415,235.2696
"Idaho",2015,,,,,,,,.05,.1,,.77,.01,.17,.02,.01,.02,.43,.09,.01,,,,238.7996,233.1298,237.8367,237.3261,238.2613,238.915,237.7129,234.3613,232.7382,232.5688,233.222,232.961,236.9912,237.3885,237.9369,237.39,236.8872,237.4339,236.904,238.3755,237.1719,237.8017,233.9585,233.7497,234.3792,234.211,232.2424,232.833,232.6148,232.6591,232.4199,233.0585,236.5991,237.0766,236.8527,237.4658,236.9169,237.4589,236.9949,236.4431,236.9944,237.2708,233.4106,233.9773,233.849,233.783,233.6165,234.2317,232.3327,232.1328,232.7144,232.5128,236.6703,236.4333,236.9168,236.9786,236.5408,233.4432,233.3133,233.8706,233.6508,232.2256,236.4926,233.3472
"Illinois",2000,224.930,0.004,0.00388,9.44374,2.32e-09,.0154685,.4975211,.0254616,.0424776,10.00748,.5314395,.1961313,.2324925,.0272007,.0096744,.0030615,.3215306,.0447778,.0645511,.0734543,.8354558,.0910899,224.9304,226.3026,224.4635,224.2206,224.7787,225.4331,224.9852,225.5682,225.5832,226.1591,226.7321,226.2378,224.05,224.3453,224.8108,224.4651,224.112,224.7292,224.2898,225.1414,224.8476,225.5136,224.9985,225.4862,225.9306,225.5223,225.5234,226.0118,225.539,226.4531,226.1056,226.6632,223.957,224.4097,224.0118,224.5591,224.363,224.8329,224.487,224.2074,224.8172,225.2361,224.9807,225.3603,224.9592,225.7091,225.4485,225.8816,225.8165,225.4889,225.9638,226.3969,224.1891,223.9473,224.3835,224.5963,224.598,225.2054,224.9496,225.3179,225.6699,225.7793,224.1887,225.1724
"Illinois",2003,232.857,0.001,0.00111,9.07288,1.10e-08,-.0400128,.4781297,.0697158,.133059,10.02502,.5924467,.2030982,.1772219,.0246487,.0013568,.0012277,.3458018,.0644197,.0136039,.3047395,.6915497,.0037108,232.8568,233.2827,232.281,232.3056,233.3293,233.088,232.7227,232.8372,232.9996,233.735,233.4547,233.2785,231.9787,232.7262,232.4453,232.2375,232.7854,232.538,232.3031,233.4627,233.1926,232.9564,232.619,233.291,232.9851,232.8331,233.4642,233.1712,233.0018,233.8266,233.7279,233.4485,232.4308,232.1462,231.9722,232.8085,232.6799,232.4036,232.9207,232.7833,232.5367,233.3299,233.0815,232.7666,232.6155,233.3641,233.2847,232.98,233.5558,233.4642,233.1715,233.8186,232.5173,232.424,232.1395,232.7659,232.9207,233.1551,233.0765,232.7621,233.3577,233.5549,232.5116,233.1498
"Illinois",2005,233.067,0.001,0.00144,9.57852,1.77e-08,-.1474982,.494169,.0878887,.1201725,10.0195,.5429883,.194236,.2190752,.0367793,.0014598,.0054615,.4033778,.0421011,.0018776,.3209033,.6731998,.0058969,233.0675,233.9298,233.009,232.9078,233.1619,233.1693,233.1687,233.6239,233.7134,234.0269,234.0098,233.9877,232.9064,233.0964,233.0707,233.0745,233.0062,233.0107,233.0131,233.2276,233.2556,233.2709,233.448,233.7364,233.691,233.6771,233.83,233.7942,233.779,234.0753,234.0757,234.0623,232.9975,232.9695,232.9641,233.1303,233.1575,233.1377,233.0739,233.1074,233.1151,233.3233,233.5757,233.5151,233.5044,233.773,233.7816,233.7406,233.8785,233.8866,233.8546,234.1211,233.0336,233.0536,233.0276,233.1936,233.1754,233.6124,233.6245,233.568,233.8164,233.9321,233.0904,233.6593
"Illinois",2007,237.287,0.001,0.00126,9.49056,-4.95e-09,-.0642939,.5048477,.0805531,.1191254,10.01124,.5562523,.1903458,.1910638,.0362291,.0012767,.0248324,.4260632,.0127522,.0003176,.335306,.6583017,.0063375,237.287,237.4705,237.3509,236.7747,237.4333,237.4092,237.3366,237.494,237.2518,237.6089,237.5606,237.5949,237.0114,237.4809,237.4213,237.4033,236.9408,236.896,236.9039,237.5103,237.4711,237.4556,237.2908,237.6208,237.5522,237.5881,237.4083,237.3425,237.3624,237.662,237.7212,237.6808,237.1572,237.0779,237.0882,237.5185,237.5231,237.471,237.0171,237.0635,237.0234,237.5478,237.4353,237.3491,237.373,237.6514,237.7061,237.6445,237.4614,237.5094,237.4492,237.7722,237.193,237.2293,237.1538,237.5605,237.1397,237.4659,237.5109,237.4297,237.7361,237.5604,237.2653,237.5407
"Illinois",2009,238.286,0.001,0.00133,9.68283,4.91e-09,-.0291543,.4970749,.0690058,.1336837,10.0037,.5144282,.1904742,.2173785,.0465424,.0015711,.0296056,.4511736,.0094069,.0004583,.3254842,.6708772,.0036386,238.2857,238.8793,238.3428,237.5756,238.6857,238.3459,238.4346,238.7295,238.365,239.2803,238.9274,238.9636,237.8781,238.7008,238.3719,238.4161,237.9942,237.6323,237.7532,238.7034,238.83,238.4975,238.2854,239.1134,238.7625,238.7908,238.8054,238.418,238.4451,239.2918,239.3543,239.0094,238.2538,237.8974,237.9335,238.7049,238.7739,238.4488,238.0067,238.1806,237.8175,238.8495,238.7047,238.3192,238.3392,239.1194,239.1675,238.8233,238.818,238.8777,238.4963,239.365,238.2497,238.3195,237.9611,238.7801,238.1981,238.7095,238.7535,238.3729,239.1735,238.8897,238.3205,238.7585
"Illinois",2011,238.837,0.001,0.00123,9.72994,-1.07e-07,-.0458051,.4782075,.0737856,.1236368,10.00832,.5334085,.194604,.1961571,.0438628,.0014921,.0304756,.4755593,.010548,.0002469,.3106394,.6850941,.0042665,238.8369,238.8938,238.3672,237.976,239.0086,238.9832,238.6348,238.6259,238.5309,239.0503,238.9976,238.9175,237.8551,238.5393,238.4691,238.3103,238.1842,238.1196,237.9898,239.101,238.7969,238.7737,238.3217,238.7904,238.7097,238.646,238.7203,238.6366,238.5628,239.1115,239.0686,239.018,238.0516,237.9507,237.8743,238.5943,238.4704,238.4054,238.2738,238.191,238.1297,238.8861,238.5137,238.4058,238.3445,238.8353,238.806,238.7279,238.7818,238.7471,238.6654,239.1281,238.1037,238.0641,237.9665,238.5232,238.2792,238.5584,238.5325,238.4268,238.85,238.8069,238.115,238.5764
"Illinois",2013,239.000,0.001,0.00130,23.29894,-6.79e-08,-.0773548,.4904215,.0827228,.1305866,9.972107,.4797909,.1714856,.2658487,.0532757,.0035188,.0260803,.498878,.0107395,.0000876,.3326555,.6636088,.0037356,239.0002,239.665,238.6953,238.4451,239.1024,238.9419,239.1831,239.2293,239.1387,239.7735,239.6131,239.671,238.3628,238.799,238.6572,238.7583,238.5712,238.3817,238.5818,239.0551,239.2938,239.1319,238.7979,239.3614,239.2011,239.2243,239.2998,239.0941,239.1433,239.7333,239.7816,239.6217,238.4825,238.3137,238.359,238.7721,238.8762,238.7301,238.5168,238.7306,238.5325,239.2498,238.9723,238.7708,238.7854,239.3394,239.3592,239.1988,239.2612,239.3078,239.1015,239.743,238.4461,238.5048,238.3251,238.8539,238.6844,238.9488,238.9642,238.7614,239.3387,239.2708,238.4767,238.9424
"Illinois",2015,,,,,,,,.1,.13,,.46,.18,.28,.05,0,.03,.55,.01,0,,,,237.3078,237.9726,237.003,236.7527,237.41,237.2495,237.4907,237.5369,237.4463,238.0811,237.9207,237.9786,236.6705,237.1066,236.9648,237.0659,236.8788,236.6893,236.8894,237.3627,237.6014,237.4396,237.1056,237.669,237.5087,237.532,237.6074,237.4017,237.4509,238.041,238.0892,237.9293,236.7901,236.6213,236.6666,237.0797,237.1838,237.0377,236.8244,237.0382,236.8401,237.5574,237.2799,237.0784,237.0931,237.647,237.6668,237.5064,237.5688,237.6154,237.4091,238.0506,236.7537,236.8124,236.6327,237.1615,236.992,237.2564,237.2718,237.069,237.6463,237.5784,236.7844,237.25
"Indiana",1992,221.038,0.000,0.00000,370.59421,-.228329,.1227914,.4969378,.0035324,.0327141,10.1473,.8208539,.0995034,.0538624,.0099807,.0142844,.0015151,,,,.0461193,.8934538,.0604268,221.0378,217.4608,,220.4324,220.616,221.9722,220.5928,,217.7721,217.0141,218.2614,217.721,,,,,220.0604,221.3826,220.3777,221.2988,220.1341,221.5137,,,,,217.3098,218.5516,217.9794,217.5713,217.2564,218.4979,,,,,,,220.7727,219.9535,221.2943,220.8253,,,,,,,217.8616,217.5044,218.7364,217.8,,,,,220.6516,,,,,218.0424,,
"Indiana",1996,230.718,0.001,0.00095,9.11796,-6.53e-08,.2797364,.5043319,0,.0561251,10.23549,.8301799,.0831187,.0638346,.0057135,.0165892,.0005641,.2116381,.0497643,.0349778,.0362017,.9130642,.0507341,230.7182,226.9454,228.2721,229.8139,230.8073,232.916,230.3043,226.6327,227.0493,226.9986,228.8566,227.2253,227.9073,228.4409,229.7858,228.2707,229.9453,232.0523,229.8062,232.3465,230.3592,232.5382,226.7326,226.7058,228.1075,226.8485,227.0891,228.9175,227.2723,228.2713,227.2581,229.1011,228.0924,229.5122,228.0416,229.3468,228.4033,229.8075,231.5546,229.8941,232.0295,231.9598,226.7925,228.1998,226.9022,227.5981,226.9076,228.3022,228.3508,227.2987,229.1072,228.5114,229.1018,228.1887,229.6158,229.3559,231.5109,227.6986,226.9536,228.3459,227.7902,228.5406,229.1923,227.8467
"Indiana",2003,237.968,0.001,0.00066,8.63532,-6.07e-09,.1465937,.4958338,.0250737,.1268671,10.28193,.8004023,.1209071,.043147,.0088299,.001764,.0249498,.2714224,.0703832,.0028963,.2753311,.7205524,.0041166,237.9683,233.5546,235.5881,236.4145,238.3028,240.2272,236.7206,233.5296,233.4417,233.844,235.5135,233.5387,234.8083,235.9749,237.1456,235.1992,236.8137,238.711,236.0167,239.8701,237.0174,238.9961,233.4316,233.8016,235.033,233.5347,233.7316,235.3593,233.4644,235.1365,233.8178,235.4609,235.2295,236.4494,234.8,236.8991,235.5281,236.7531,238.4468,236.3511,238.282,238.6322,233.7052,234.9276,233.4671,234.704,233.7962,235.0118,235.0135,233.7408,235.3461,235.0895,236.2516,235.1514,236.3896,236.4835,237.9816,234.6208,233.7277,234.9344,234.6857,235.0013,236.156,234.6274
"Indiana",2005,240.069,0.001,0.00080,9.12345,2.48e-08,.1084845,.4971462,.0315764,.138225,10.28085,.7341505,.1572441,.0586521,.0110785,.0015017,.0373732,.3378659,.0885362,.0143805,.318047,.677119,.004834,240.0691,236.8298,239.1453,238.6447,240.5656,242.2337,238.8746,237.4484,236.787,237.2762,238.6941,236.7944,238.3284,239.6241,240.6111,238.7237,239.192,240.8457,238.2555,242.0565,239.3333,241.0565,237.3793,237.8205,238.8572,237.432,237.22,238.6112,236.7937,238.4976,237.2282,238.6242,238.8415,239.8707,238.3086,240.4895,239.1417,240.181,240.746,238.7391,240.4275,240.8704,237.7466,238.7812,237.4006,238.6618,237.7919,238.8158,238.4312,237.2107,238.584,238.4302,239.797,238.748,239.7988,240.0333,240.2912,238.6003,237.7525,238.7751,238.621,238.402,239.685,238.5912
"Indiana",2007,245.144,0.001,0.00070,8.80968,-1.32e-08,.219949,.4711422,.0515079,.1488757,10.21795,.7750691,.096091,.0746966,.0136014,.0005173,.0400247,.3288915,.0813954,.0104861,.2976366,.6986164,.003747,245.1443,240.4813,243.8642,243.9796,245.9532,246.8981,243.9052,241.263,240.6232,241.2489,242.0054,240.454,243.2419,244.6362,245.0655,243.4372,244.8122,245.7628,243.535,247.1362,244.6746,245.6595,241.3411,241.9228,242.4037,241.2509,241.3444,242.1125,240.629,242.2268,241.2047,241.9475,244.0312,244.507,243.2132,245.3312,244.147,244.6201,246.0447,244.2986,245.281,245.8844,241.9708,242.4759,241.3618,242.5909,241.8954,242.3692,242.3138,241.3313,242.0882,242.1655,244.7989,243.9221,244.4242,244.856,245.5205,242.6491,241.9735,242.4721,242.5525,242.2831,244.6684,242.6385
